violationid,buildingid,boro,zip,inspectiondate,originalcorrectbydate,newcorrectbydate,novdescription,class,currentstatus,currentstatusdate,currentstatusdate 
10079680,430826,QUEENS,11368.0,2013-12-29,2014-04-07,2014-06-06,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS, CEILING & TRIM  IN THE ENTIRE APARTMENT  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",A,VIOLATION CLOSED,2016-09-07,2016-09-07
10079685,430826,QUEENS,11368.0,2013-12-29,2014-02-06,2014-03-08,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS & CEILING  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2016-09-07,2016-09-07
10079688,430826,QUEENS,11368.0,2013-12-29,2014-02-06,2014-03-08,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS & CEILING  IN THE BATHROOM  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2016-09-07,2016-09-07
10079700,430826,QUEENS,11368.0,2013-12-29,2014-02-06,2014-03-08,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2016-09-07,2016-09-07
10079704,430826,QUEENS,11368.0,2013-12-29,2014-02-06,2014-03-08,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE COUNTER TOP AT SINK  IN THE KITCHEN  LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2016-09-07,2016-09-07
10081914,508470,QUEENS,11368.0,2013-12-31,2014-04-11,2014-06-10,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILINGS & WALLS THROUGHOUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 4K, 4th STORY",A,VIOLATION DISMISSED,2014-08-25,2014-08-25
10082176,60378,BRONX,10460.0,2013-12-31,2014-02-03,2014-02-17,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           CEILING IN THE BATHROOM  LOCATED AT APT 5E, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2015-02-09,2015-02-09
10082871,343427,BROOKLYN,11203.0,2014-01-02,2014-02-03,2014-02-17,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           2nd CLOSET  FROM WEST AT NORTH WALL DOOR FRAME IN THE FOYER  LOCATED AT APT A1, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION  AT  NORTH",C,VIOLATION CLOSED,2015-05-04,2015-05-04
10083843,228313,BROOKLYN,11225.0,2013-12-30,2014-02-03,2014-02-17,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           WEST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT F6, 6th STORY, 3rd APARTMENT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2015-11-24,2015-11-24
10086231,213416,BROOKLYN,11235.0,2014-01-05,2014-02-12,2014-03-14,"SECTION 27-2024 ADM CODE  PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES ..  IN THE ENTIRE APARTMENT  LOCATED AT APT 6H, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2014-09-10,2014-09-10
10089259,104386,BRONX,10457.0,2014-01-07,2014-02-06,2014-02-20,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 7A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2017-01-13,2017-01-13
10090673,62759,BRONX,10454.0,2014-01-08,2014-04-15,2014-06-14,"SECTION 27-2026 ADM CODE  RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL ...  IN THE BATHROOM  LOCATED AT APT 2W, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",A,VIOLATION DISMISSED,2014-09-02,2014-09-02
10090685,62759,BRONX,10454.0,2014-01-08,2014-04-15,2014-06-14,"SECTION 27-2005 ADM CODE  REFIT CLOSET DOORS.  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 2W, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",A,VIOLATION DISMISSED,2014-09-02,2014-09-02
10090703,62759,BRONX,10454.0,2014-01-08,2014-04-15,2014-06-14,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN FINISH.  IN THE BATHROOM  LOCATED AT APT 2W, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",A,VIOLATION DISMISSED,2014-09-02,2014-09-02
10091404,312373,BROOKLYN,11201.0,2014-01-09,2015-01-08,2015-02-07,SECTION 27-2040 ADM CODE  PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 100 WATTS MINIMUM REQUIRED (LIGHT FIXTURES PRESENT),B,NOV CERTIFIED LATE,2015-11-17,2015-11-17
10092965,43188,MANHATTAN,10032.0,2014-01-09,2014-02-10,2014-02-24,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           BASEBOARD AT WEST WALL,         1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 3rd ROOM  FROM NORTH AT WEST LOCATED AT BSMT-APT B1, 1st BSMT-APT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2015-05-04,2015-05-04
10093249,94378,BRONX,10458.0,2013-12-31,2014-02-10,2014-02-24,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          NORTH WALL IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 2E, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''south''",C,VIOLATION CLOSED,2015-07-08,2015-07-08
10096316,270263,BROOKLYN,11203.0,2014-01-13,2014-02-12,2014-02-26,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE FOYER  LOCATED AT APT D1, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2017-05-30,2017-05-30
10096318,270263,BROOKLYN,11203.0,2014-01-13,2014-02-12,2014-02-26,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL,         SOUTH WALL,         EAST WALL,         WEST WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE KITCHEN  LOCATED AT APT D1, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2017-05-30,2017-05-30
10096439,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WATER DAMAGED CABINET  IN THE KITCHEN  LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096446,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE UPPER AND LOWER WINDOW SASHES SIX WINDOWS  IN THE 3rd ROOM  FROM EAST AT NORTH LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096455,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE CLOSET DOOR  IN THE 3rd ROOM  FROM EAST AT NORTH LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096491,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE DOOR  IN THE 3rd ROOM  FROM EAST AT NORTH LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096501,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR NORTH AND EAST WALLS  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096503,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE CLOSET DOOR  IN THE 1st ROOM  FROM EAST AT SOUTH LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096506,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE CLOSET DOOR  IN THE BATHROOM  LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096508,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096513,97375,BRONX,10456.0,2014-01-08,2014-02-19,2014-03-21,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE  IN THE PRIVATE HALLWAY  LOCATED AT APT C4, 3rd STORY",B,VIOLATION DISMISSED,2014-09-10,2014-09-10
10096696,130675,BROOKLYN,11220.0,2014-01-14,2014-02-20,2014-03-22,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER SASH WINDOW NORTH WALL  IN THE KITCHEN  LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2016-07-19,2016-07-19
10096703,130675,BROOKLYN,11220.0,2014-01-14,2014-02-20,2014-03-22,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2016-07-19,2016-07-19
10096710,130675,BROOKLYN,11220.0,2014-01-14,2014-02-20,2014-03-22,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE WASH BASIN  IN THE BATHROOM  LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2016-07-19,2016-07-19
10096712,130675,BROOKLYN,11220.0,2014-01-14,2014-02-20,2014-03-22,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2016-07-19,2016-07-19
10096714,130675,BROOKLYN,11220.0,2014-01-14,2014-02-20,2014-03-22,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS  IN THE PRIVATE HALLWAY  LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2016-07-19,2016-07-19
10096719,130675,BROOKLYN,11220.0,2014-01-14,2014-02-20,2014-03-22,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE PRIVATE HALLWAY  LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2016-07-19,2016-07-19
10096720,130675,BROOKLYN,11220.0,2014-01-14,2014-02-20,2014-03-22,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2016-07-19,2016-07-19
10097164,230863,BROOKLYN,11216.0,2014-01-08,2014-02-13,2014-02-27,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE BATHROOM  LOCATED AT APT 4E, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2014-09-22,2014-09-22
10097779,83076,BRONX,10468.0,2014-01-15,2014-02-21,2014-03-23,"SECTION 27-2005 ADMIN. CODE:  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR CEILING  IN THE PRIVATE HALLWAY  LOCATED AT APT 2F, 2nd STORY",B,VIOLATION CLOSED,2015-05-10,2015-05-10
10098748,47996,BRONX,10474.0,2014-01-15,2014-02-21,2014-03-23,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE 6th ROOM  FROM EAST AT NORTH LOCATED AT APT 1, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",B,VIOLATION CLOSED,2015-05-07,2015-05-07
10098766,47996,BRONX,10474.0,2014-01-15,2014-02-21,2014-03-23,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD BASEBOARD AT EAST AND SOUTH WALL  IN THE 6th ROOM  FROM EAST AT NORTH LOCATED AT APT 1, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",B,VIOLATION CLOSED,2015-05-07,2015-05-07
10098773,47996,BRONX,10474.0,2014-01-15,2014-02-21,2014-03-23,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD BASEBOARD AT EAST AND NORTH WALL  IN THE 6th ROOM  FROM EAST AT SOUTH LOCATED AT APT 1, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",B,VIOLATION CLOSED,2015-05-07,2015-05-07
10099297,243836,BROOKLYN,11218.0,2014-01-15,2014-02-14,2014-03-14,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL,         SOUTH WALL IN THE FOYER  LOCATED AT APT C5, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2015-02-11,2015-02-11
10099299,243836,BROOKLYN,11218.0,2014-01-15,2014-02-14,2014-03-14,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           WEST WALL IN THE 3rd ROOM  FROM NORTH LOCATED AT APT C5, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2015-02-11,2015-02-11
10101132,381969,BROOKLYN,11206.0,2014-01-17,2014-02-27,2014-03-29,"SECTION 27-2005 ADM CODE  REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2014-12-09,2014-12-09
10101138,381969,BROOKLYN,11206.0,2014-01-17,2014-02-27,2014-03-29,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT NORTH WALL  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",B,VIOLATION CLOSED,2014-12-09,2014-12-09
10101183,203895,BROOKLYN,11214.0,2014-01-17,2014-04-27,2014-06-26,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... EAST WALL (APPRX. 1 SDQ. FT.)  IN THE KITCHEN  LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",A,VIOLATION DISMISSED,2014-08-20,2014-08-20
10101185,203895,BROOKLYN,11214.0,2014-01-17,2014-04-27,2014-06-26,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL  IN THE KITCHEN  LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",A,VIOLATION DISMISSED,2014-08-20,2014-08-20
10101186,203895,BROOKLYN,11214.0,2014-01-17,2014-04-27,2014-06-26,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT EAST WALL  IN THE KITCHEN  LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",A,VIOLATION DISMISSED,2014-08-20,2014-08-20
10101861,806352,BRONX,10473.0,2014-01-18,2014-02-25,2014-03-27,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT           1st CLOSET  FROM EAST AT SOUTH WALL CEILING IN THE 3rd ROOM  FROM EAST LOCATED AT APT 15F, 14th STORY, 2nd APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2015-06-19,2015-06-19
10101862,806352,BRONX,10473.0,2014-01-18,2014-02-25,2014-03-27,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT           1st CLOSET  FROM EAST AT SOUTH WALL CEILING IN THE 4th ROOM  FROM EAST AT NORTH LOCATED AT APT 15F, 14th STORY, 2nd APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2015-06-19,2015-06-19
10101863,806352,BRONX,10473.0,2014-01-18,2014-02-25,2014-03-27,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT           1st CLOSET  FROM EAST AT SOUTH WALL CEILING IN THE PRIVATE HALLWAY  LOCATED AT APT 15F, 14th STORY, 2nd APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2015-06-19,2015-06-19
10101864,806352,BRONX,10473.0,2014-01-18,2014-02-25,2014-03-27,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT           2nd CLOSET  FROM EAST AT SOUTH WALL CEILING IN THE PRIVATE HALLWAY  LOCATED AT APT 15F, 14th STORY, 2nd APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2015-06-19,2015-06-19
10104078,840339,STATEN ISLAND,10302.0,2014-01-21,2014-02-27,2014-03-29,"SECTION 27-2026 ADMIN. CODE:  REPAIR THE BROKEN OR DEFECTIVE CONNECTION  WASTELINE LEAKING UNDER SINK  IN THE KITCHEN  LOCATED AT APT 2, 1st STORY",B,VIOLATION CLOSED,2014-08-25,2014-08-25
10105158,351496,BROOKLYN,11213.0,2014-01-22,2014-05-05,2014-07-04,"SECTION 27-2005 ADMIN. CODE:  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC AT WALL AT NORTH END OF BATHTUB  IN THE BATHROOM  LOCATED AT APT 1, 1st STORY, APARTMENT AT  NORTH",A,VIOLATION DISMISSED,2014-09-03,2014-09-03
10105973,27926,MANHATTAN,10032.0,2014-01-22,2014-02-21,2014-03-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR  FROM EAST AT SOUTH WALL,         1st DOOR FRAME  FROM EAST AT SOUTH WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE BATHROOM  LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2017-02-24,2017-02-24
10105975,27926,MANHATTAN,10032.0,2014-01-22,2014-02-21,2014-03-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL,         1st DOOR FRAME  FROM SOUTH AT WEST WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 5th ROOM  FROM EAST LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2017-02-24,2017-02-24
10105976,27926,MANHATTAN,10032.0,2014-01-22,2014-02-21,2014-03-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           NORTH WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE KITCHEN  LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2017-02-24,2017-02-24
10105977,27926,MANHATTAN,10032.0,2014-01-22,2014-02-21,2014-03-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st CLOSET  FROM WEST AT NORTH WALL DOOR,         1st CLOSET  FROM WEST AT NORTH WALL DOOR FRAME IN THE PRIVATE HALLWAY  LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2017-02-24,2017-02-24
10105978,27926,MANHATTAN,10032.0,2014-01-22,2014-02-21,2014-03-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR  FROM NORTH AT EAST WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE FOYER  LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2017-02-24,2017-02-24
10105979,27926,MANHATTAN,10032.0,2014-01-22,2014-02-21,2014-03-07,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st WINDOW FRAME  FROM WEST AT NORTH WALL,         1st WINDOW FRAME  FROM SOUTH AT WEST WALL,         2nd WINDOW FRAME  FROM SOUTH AT WEST WALL IN THE 6th ROOM  FROM EAST AT NORTH LOCATED AT APT 53, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2017-02-24,2017-02-24
